path,name,internal_id,relative_path,type,size
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_60o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,102618413682359958585592986546908032472,10/26/18,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_61o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_61_reuniao_da_Covemg_08.07.15.pdf,92636877868063847281576501882256613289,92/63/68,application/pdf,2857245
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_61o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,17525618820840348155654244569490860289,17/52/56,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_62o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_62_reuniao_da_Covemg_15.07.15.pdf,27088741075445269621711997635250259985,27/08/87,application/pdf,3639106
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_62o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,51721139127099827877588634175880143129,51/72/11,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_63o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_63_reuniao_da_Covemg_22.07.15.pdf,101303389867271858539586520167717896473,10/13/03,application/pdf,4065650
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_63o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,113659274541721348004806584517239296943,11/36/59,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_64o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_64_reuniao_da_Covemg_05.08.15.pdf,121054876605833940912991376874066760582,12/10/54,application/pdf,4556686
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_64o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,88842476170027442696660715244992569046,88/84/24,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_65o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_65_reuniao_da_Covemg_19.08.15.pdf,80930925501782438392281032335622558860,80/93/09,application/pdf,4031304
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_65o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,64031461933911371135530329631801512035,64/03/14,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_66o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_66_reuniao_da_Covemg_02.09.15.pdf,158505415033242241488159852094103086121,15/85/05,application/pdf,3702023
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_66o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,13542033721858214272009297070990576831,13/54/20,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_67o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_67_reuniao_da_Covemg_16.09.15.pdf,6094796146220993056583429166638278127,60/94/79,application/pdf,1568054
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_67o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,38101830966623181760873152530636554200,38/10/18,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_68o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_68_reuniao_da_Covemg_30.09.15.pdf,139837704643935448520662123215297985936,13/98/37,application/pdf,2738644
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_68o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,159570074987932774571141544326498178957,15/95/70,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_69o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_69_reuniao_da_Covemg_04.11.15.pdf,116690989032607000768320703292235307862,11/66/90,application/pdf,2590592
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_69o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,4079228107124832180722722035569414559,40/79/22,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_70o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_70_reuniao_da_Covemg_19.11.15.pdf,64674394873467788387083276715365805748,64/67/43,application/pdf,2709005
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_70o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,150245382617512498039066452389281556363,15/02/45,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_71o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_71_reuniao_da_Covemg_25.11.15.pdf,126336764858854957697802037016353803013,12/63/36,application/pdf,2954447
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_71o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,96441642136101260428124574460109753658,96/44/16,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_72o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_72_reuniao_da_Covemg_02.12.15.pdf,54437723470189045259632740881550434522,54/43/77,application/pdf,5628390
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_72o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,39815216007011682490664233821004690905,39/81/52,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_73o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,ATA_da_73_reuniao_da_Covemg_16.12.15.pdf,32322131922859421007929699373274440671,32/32/21,application/pdf,2759168
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Atas_das_reunioes_ordinarias_do_Pleno_2015/Ata_da_73o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,164510910215311477856782599866320055351,16/45/10,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no052015,Of_05_-_24-02-15-_Adv._Geral_do_Estado-_entrega_Legislacao_Cove.pdf,2059894879616692586792867804375711838,20/59/89,application/pdf,606184
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no052015,license.txt,32076761170299105151633362308672430532,32/07/67,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no062015,Of_06_-_29-04-15_-_Arquivo_Nacional-_Minuta-_maio_2015_pdf.pdf,112220122743493793350017375795898528357,11/22/20,application/pdf,1345354
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no062015,license.txt,62431210890450790203717388754623893597,62/43/12,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no072015,Of_07_-_29-04-15_-_Arquivo_Publico_Mineiro_-_abril_2015_1_pdf.pdf,49134435782281711602982859736830932447,49/13/44,application/pdf,806327
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no072015,license.txt,75719097952310250452403258140156256285,75/71/90,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no082015,Of_08_-_05-05-15_-_ALMG_pdf.pdf,30267740637387287466160610640146821298,30/26/77,application/pdf,618809
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no082015,license.txt,9663809493018997032395102755703078569,96/63/80,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no092015,Of_09_-_13-05-15_-_CASA_CIVIL_pdf.pdf,132108094264803275326811125056833911333,13/21/08,application/pdf,781384
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no092015,license.txt,123332181922350579596893409061342657533,12/33/32,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no09A2015,Of_09A_-_07-05-15_-_Geralda_R._Antunes_pdf.pdf,118443799318913184125056550950390592323,11/84/43,application/pdf,723762
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no09A2015,license.txt,142775181961878242875688131863527263940,14/27/75,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no102015,Of_10_-_18-05-15_-_MPF_pdf.pdf,135251410945916978226083059322806647262,13/52/51,application/pdf,721488
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no102015,license.txt,8054568557412308965963684084312645421,80/54/56,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no112015,Of_11_-_20-05-15_-_Sec._Casa_Civil_pdf.pdf,110760169351517158779908092635437654458,11/07/60,application/pdf,594318
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no112015,license.txt,64481640054069139514161810691472664432,64/48/16,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no122015,Of_12_-_27-05-15_-_Sec._Direitos_Humanos_pdf.pdf,75157687853912372291577563001487197343,75/15/76,application/pdf,795214
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no122015,license.txt,168035851590030052775294369278277480769,16/80/35,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no132015,Of_13_-_12-06-15_-_MPF-MG_pdf.pdf,30000328575420001126155787619787030947,30/00/03,application/pdf,501462
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no132015,license.txt,52422291722031167643359336828573058945,52/42/22,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no142015,Of_14_-_15-06-15_-_FUMEC_pdf.pdf,122540599912244713188645047435026623591,12/25/40,application/pdf,512045
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no142015,license.txt,79864519975485365274127039878505733930,79/86/45,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no152015,Of_15_-_15-06-15_-_Universidade_Uberlandia_pdf.pdf,77791866150602866123673368161112457188,77/79/18,application/pdf,518463
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no152015,license.txt,128931528665529977510024960302245087931,12/89/31,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no172015,Of_17_-_23-06-15_-_Arquivo_Nacional-_Minuta_-_2015_pdf.pdf,132003192951084274947600400032255619908,13/20/03,application/pdf,740426
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no172015,license.txt,13640741670328146099930904792007719449,13/64/07,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no182015,Of_18_-_29-06-15_-_SECCRI_-_Marco_Antonio_pdf.pdf,150358016244161246296668871972759993579,15/03/58,application/pdf,918095
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no182015,license.txt,15478025934559737926294643981755097683,15/47/80,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no192015,Of_19_-_06-07-15_-_UNIMONTES_pdf.pdf,82244245064075953010525202876074947568,82/24/42,application/pdf,744087
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no192015,license.txt,163612715745104948516239610106020051320,16/36/12,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no202015,Of_20_-_06-07-15_-_UFOP_pdf.pdf,158167832533282645730685985979501168123,15/81/67,application/pdf,705519
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no202015,license.txt,45820394164465282988740491080443697986,45/82/03,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no212015,Of_21_-_06-07-15_-_UFOP-_Gerente_de_Contratos_pdf.pdf,45652039082538997430119447552969795034,45/65/20,application/pdf,577731
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no212015,license.txt,27612094305026340115680590433806803893,27/61/20,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no222015,Of_22_-_06-07-15_-Arquivo_Nacional_DF_pdf.pdf,48463847769749352009177931270154641731,48/46/38,application/pdf,779264
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no222015,license.txt,23367748993505609014880249000356400456,23/36/77,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2015/Oficios_Emitidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2015/Oficio_no232015,Of_23_-_08-07-15_-_MPF_MG_pdf.pdf,82439704478703456965281156651366972554,82/43/97,application/pdf,684644
